Decimal,Hex,Alpha Tag,Mode,Category,Tag,Description
13543,34e7,CAPITOL PD DISP,T,MSCP - Mississippi State Capitol Police,Law Dispatch,Capitol Police - Dispatch --- MSCP - Mississippi State Capitol Police --- Law Dispatch
13545,34e9,CAPITOL PD CAR,T,MSCP - Mississippi State Capitol Police,Law Talk,Capitol Police - Car to Car --- MSCP - Mississippi State Capitol Police --- Law Talk
13547,34eb,CAPITOL PD TAC,T,MSCP - Mississippi State Capitol Police,Law Tac,Capitol Police - Tactical --- MSCP - Mississippi State Capitol Police --- Law Tac
13549,34ed,CAPITOL PD ADMIN,T,MSCP - Mississippi State Capitol Police,Law Talk,Capitol Police - Administration --- MSCP - Mississippi State Capitol Police --- Law Talk
13561,34f9,ABC ENF DISP,T,MDOR - Mississippi Department of Revenue,Law Dispatch,Alcohol Beverage Control - Enforcement Dispatch --- MDOR - Mississippi Department of Revenue --- Law Dispatch
13571,3503,ABC ENF D2 TAC,T,MDOR - Mississippi Department of Revenue,Law Tac,Alcohol Beverage Control - Enforcement D2 Tactical --- MDOR - Mississippi Department of Revenue --- Law Tac
13575,3507,ABC ENF D3 TAC,T,MDOR - Mississippi Department of Revenue,Law Tac,Alcohol Beverage Control - Enforcement D3 Tactical --- MDOR - Mississippi Department of Revenue --- Law Tac
13581,350d,MMD CMD,T,MMD - Mississippi Military Department,Military,MMD Command --- MMD - Mississippi Military Department --- Military
13582,350e,MMD Z2 OPS,T,MMD - Mississippi Military Department,Media,MMD Zone 2 Operations --- MMD - Mississippi Military Department --- Media
13583,350f,MMD Z2 OPS,T,MMD - Mississippi Military Department,Military,MMD Zone 2 Operations --- MMD - Mississippi Military Department --- Military
13584,3510,MSANG JMAA OPS,T,MMD - Mississippi Military Department,Military,MMD MSANG MS Air National Guard JMAA Base OPS --- MMD - Mississippi Military Department --- Military
13585,3511,MMD Z2 ICC,T,MMD - Mississippi Military Department,Military,MMD Zone 2 Incident Command Center --- MMD - Mississippi Military Department --- Military
13586,3512,MMD Z2 OPS,T,MMD - Mississippi Military Department,Military,MMD Zone 2 Operations --- MMD - Mississippi Military Department --- Military
13587,3513,MMD Z2 Tac 1,T,MMD - Mississippi Military Department,Military,MMD Zone 2 Tactical 1 --- MMD - Mississippi Military Department --- Military
13588,3514,MMD Z2 13588,T,MMD - Mississippi Military Department,Military,MMD Zone 2 13588 --- MMD - Mississippi Military Department --- Military
13589,3515,MMD Z2 Tac 2,T,MMD - Mississippi Military Department,Military,MMD Zone 2 Tactical 2 --- MMD - Mississippi Military Department --- Military
13591,3517,MMD Z2 Tac 3,T,MMD - Mississippi Military Department,Military,MMD Zone 2 Tactical 3 --- MMD - Mississippi Military Department --- Military
13595,351b,MMD Z2 13595,TE,MMD - Mississippi Military Department,Military,MMD Zone 2 13595 --- MMD - Mississippi Military Department --- Military
13597,351d,MMD Z2 13597,T,MMD - Mississippi Military Department,Military,MMD Zone 2 13597  --- MMD - Mississippi Military Department --- Military
13598,351e,MMD ANG A-G,T,MMD - Mississippi Military Department,Military,MMD Air National Guard - Air to Ground --- MMD - Mississippi Military Department --- Military
13599,351f,MMD ANG A-A,T,MMD - Mississippi Military Department,Military,MMD Air National Guard - Air to Air --- MMD - Mississippi Military Department --- Military
13600,3520,MID SFM CMN,T,MID - Mississippi Insurance Department,Law Dispatch,State Fire Marshal - Common --- MID - Mississippi Insurance Department --- Law Dispatch
13602,3522,MID SFM INV,T,MID - Mississippi Insurance Department,Law Talk,State Fire Marshal - Investigations --- MID - Mississippi Insurance Department --- Law Talk
13604,3524,MID SFM LC GAS,T,MID - Mississippi Insurance Department,Law Talk,State Fire Marshal - Liquefied Compressed Gas --- MID - Mississippi Insurance Department --- Law Talk
13606,3526,MID SFM CODES,T,MID - Mississippi Insurance Department,Law Talk,State Fire Marshal - Code Enforcement --- MID - Mississippi Insurance Department --- Law Talk
13608,3528,MID SFM ADMIN,T,MID - Mississippi Insurance Department,Law Talk,State Fire Marshal - Administration --- MID - Mississippi Insurance Department --- Law Talk
13620,3534,JSU PD DISP,T,Colleges and Universities,Law Dispatch,Jackson State University Campus Police - Dispatch --- Colleges and Universities --- Law Dispatch
13621,3535,JSU PD C-C,T,Colleges and Universities,Law Talk,Jackson State University Campus Police - Car to Car --- Colleges and Universities --- Law Talk
13622,3536,JSU PD TAC,T,Colleges and Universities,Law Tac,Jackson State University Campus Police - Tactical --- Colleges and Universities --- Law Tac
13623,3537,JSU PD EVENTS,T,Colleges and Universities,Law Talk,Jackson State University Campus Police - Events --- Colleges and Universities --- Law Talk
13624,3538,JSU PARKING,T,Colleges and Universities,Multi-Talk,Jackson State University Campus Operations - Parking --- Colleges and Universities --- Multi-Talk
13625,3539,JSU ESCORTS,T,Colleges and Universities,Multi-Talk,Jackson State University Campus Operations - Escorts --- Colleges and Universities --- Multi-Talk
13626,353a,JSU STADIUM,T,Colleges and Universities,Multi-Talk,Jackson State University Campus Operations - Stadium --- Colleges and Universities --- Multi-Talk
13627,353b,JSU ADMIN,T,Colleges and Universities,Multi-Talk,Jackson State University Campus Operations - Administration --- Colleges and Universities --- Multi-Talk
13628,353c,JSU WIDE AREA,T,Colleges and Universities,Multi-Tac,Jackson State University Campus Operations - Wide Area --- Colleges and Universities --- Multi-Tac
13629,353d,JSU CAMPUS MAINT,T,Colleges and Universities,Public Works,Jackson State University Campus Operations - Campus Maintenance --- Colleges and Universities --- Public Works
13630,353e,JSU HSING MAINT,T,Colleges and Universities,Public Works,Jackson State University Campus Operations - Housing Maintenance --- Colleges and Universities --- Public Works
13631,353f,JSU SECURITY,T,Colleges and Universities,Security,Jackson State University Campus Operations - Security Officers --- Colleges and Universities --- Security
13632,3540,JSU ATHLETICS,T,Colleges and Universities,Multi-Talk,Jackson State University Campus Operations - Athletics --- Colleges and Universities --- Multi-Talk
13658,355a,114TH SnS A2A,T,MMD - Mississippi Military Department,Military,MMD-114th Security & Support Air to Air --- MMD - Mississippi Military Department --- Military
13659,355b,114TH SnS A2G,T,MMD - Mississippi Military Department,Military,MMD-114th Security & Support Air to Ground --- MMD - Mississippi Military Department --- Military
13660,355c,151ST MED A2A,T,MMD - Mississippi Military Department,Military,MMD-151st Medical Air to Air --- MMD - Mississippi Military Department --- Military
13661,355d,151ST MED A2G,T,MMD - Mississippi Military Department,Military,MMD-151st Medical Air to Ground --- MMD - Mississippi Military Department --- Military
13662,355e,111TH A2A,T,MMD - Mississippi Military Department,Military,MMD-111th Air to Air --- MMD - Mississippi Military Department --- Military
13663,355f,111TH A2G,T,MMD - Mississippi Military Department,Military,MMD-111th Air to Ground --- MMD - Mississippi Military Department --- Military
13664,3560,185TH A2A,T,MMD - Mississippi Military Department,Military,MMD-185th Air to Air --- MMD - Mississippi Military Department --- Military
13665,3561,185TH A2G,T,MMD - Mississippi Military Department,Military,MMD-185th Air to Ground --- MMD - Mississippi Military Department --- Military
13666,3562,168TH MED A2A,T,MMD - Mississippi Military Department,Military,MMD-168th Medical Air to Air --- MMD - Mississippi Military Department --- Military
13667,3563,168TH MED A2G,T,MMD - Mississippi Military Department,Military,MMD-168th Medical Air to Ground --- MMD - Mississippi Military Department --- Military
13668,3564,185TH ECAB A2A,T,MMD - Mississippi Military Department,Military,MMD-185th Expeditionary Combat Aviation Brigade Air to Air --- MMD - Mississippi Military Department --- Military
13669,3565,185TH ECAB A2G,T,MMD - Mississippi Military Department,Military,MMD-185th Expeditionary Combat Aviation Brigade Air to Ground --- MMD - Mississippi Military Department --- Military
13670,3566,DSU PD DISP,T,Colleges and Universities,Law Dispatch,Delta State University Campus Police - Dispatch --- Colleges and Universities --- Law Dispatch
13695,357f,238TH ASOS,T,MMD - Mississippi Military Department,Military,MMD-238th Air Support Operations Squadron --- MMD - Mississippi Military Department --- Military
13696,3580,248TH ATCS,T,MMD - Mississippi Military Department,Military,MMD-248th Air Traffic Control Squadron --- MMD - Mississippi Military Department --- Military
14021,36c5,MHP D2 DISP,Te,MHP - Mississippi Highway Safety Patrol - District 2,Law Dispatch,District 2 - Troop D Dispatch --- MHP - Mississippi Highway Safety Patrol - District 2 --- Law Dispatch
14023,36c7,MHP D2 C2C,TE,MHP - Mississippi Highway Safety Patrol - District 2,Law Talk,District 2 - Troop D Car to Car --- MHP - Mississippi Highway Safety Patrol - District 2 --- Law Talk
14031,36cf,MHP D3 DISP,Te,MHP - Mississippi Highway Safety Patrol - District 3,Law Dispatch,District 3 - Troop E Dispatch --- MHP - Mississippi Highway Safety Patrol - District 3 --- Law Dispatch
14033,36d1,MHP D3 C2C,TE,MHP - Mississippi Highway Safety Patrol - District 3,Law Talk,District 3 - Troop E Car to Car --- MHP - Mississippi Highway Safety Patrol - District 3 --- Law Talk
14041,36d9,MHP D4 DISP,Te,MHP - Mississippi Highway Safety Patrol - District 4,Law Dispatch,District 4 - Troop F Dispatch --- MHP - Mississippi Highway Safety Patrol - District 4 --- Law Dispatch
14043,36db,MHP D4 C2C,TE,MHP - Mississippi Highway Safety Patrol - District 4,Law Talk,District 4 - Troop F Car to Car --- MHP - Mississippi Highway Safety Patrol - District 4 --- Law Talk
14151,3747,CCWC REG 1,TE,MDOC - Mississippi Department of Corrections,Corrections,Correctional Community Work Centers - Region 1 --- MDOC - Mississippi Department of Corrections --- Corrections
14200,3778,MDOT R1 TAC,T,MHP CTED - Commerical Transportation Enforcement Division,Law Tac,Region 1 Tactical --- MHP CTED - Commerical Transportation Enforcement Division --- Law Tac
14201,3779,MDOT DIST T CAR,T,MHP CTED - Commerical Transportation Enforcement Division,Law Talk,District T Car to Car --- MHP CTED - Commerical Transportation Enforcement Division --- Law Talk
14202,377a,MDOT DIST B CAR,T,MHP CTED - Commerical Transportation Enforcement Division,Law Talk,District B Car to Car --- MHP CTED - Commerical Transportation Enforcement Division --- Law Talk
14203,377b,MDOT R1 M/A,T,MHP CTED - Commerical Transportation Enforcement Division,Interop,Region 1 Mutual Aid --- MHP CTED - Commerical Transportation Enforcement Division --- Interop
14571,38eb,ABC ENF D1 TAC,T,MDOR - Mississippi Department of Revenue,Law Tac,Alcohol Beverage Control - Enforcement D1 Tactical --- MDOR - Mississippi Department of Revenue --- Law Tac
21000,5208,MDOT D6 WIDE,T,MDOT-M - Mississippi Department of Transportation Maintenance,Public Works, District 6 Wide --- MDOT-M - Mississippi Department of Transportation Maintenance --- Public Works
21001,5209,MDOT D6 ADMIN,T,MDOT-M - Mississippi Department of Transportation Maintenance,Public Works,District 6 Admin --- MDOT-M - Mississippi Department of Transportation Maintenance --- Public Works
21002,520a,MDOT D6  F-S,T,MDOT-M - Mississippi Department of Transportation Maintenance,Public Works,District 6 Facilities/Signals --- MDOT-M - Mississippi Department of Transportation Maintenance --- Public Works
21003,520b,MDOT D6 MAT/CN,T,MDOT-M - Mississippi Department of Transportation Maintenance,Public Works,District 6 Materials/Construction --- MDOT-M - Mississippi Department of Transportation Maintenance --- Public Works
21005,520d,MDOT D6 MAINT,T,MDOT-M - Mississippi Department of Transportation Maintenance,Public Works,District 6 Highway Maintenance --- MDOT-M - Mississippi Department of Transportation Maintenance --- Public Works
21100,526c,MDOT D7 WIDE  ,T,MDOT-M - Mississippi Department of Transportation Maintenance,Public Works,District 7 Wide --- MDOT-M - Mississippi Department of Transportation Maintenance --- Public Works
21101,526d,MDOT D7 ADMIN  ,T,MDOT-M - Mississippi Department of Transportation Maintenance,Public Works,District 7 Admin --- MDOT-M - Mississippi Department of Transportation Maintenance --- Public Works
21102,526e,MDOT D7 MAT/CN,T,MDOT-M - Mississippi Department of Transportation Maintenance,Public Works,District 7 Materials/Construction  --- MDOT-M - Mississippi Department of Transportation Maintenance --- Public Works
21103,526f,MDOT D7 MAINT,T,MDOT-M - Mississippi Department of Transportation Maintenance,Public Works,District 7 Maintenance --- MDOT-M - Mississippi Department of Transportation Maintenance --- Public Works
21305,5339,R7-EMS,T,Med-Com - Mississippi Med-Com Center,EMS-Tac,Region 7 EMS Operations --- Med-Com - Mississippi Med-Com Center --- EMS-Tac
21306,533a,R7-HOSPITAL,T,Med-Com - Mississippi Med-Com Center,Hospital,Region 7 EMS to Hospital ER --- Med-Com - Mississippi Med-Com Center --- Hospital
21307,533b,R7-MED TAC1,T,Med-Com - Mississippi Med-Com Center,EMS-Tac,Region 7 Medical Tactical 1 --- Med-Com - Mississippi Med-Com Center --- EMS-Tac
21308,533c,R7-MED TAC2,T,Med-Com - Mississippi Med-Com Center,EMS-Tac,Region 7 Medical Tactical 2 --- Med-Com - Mississippi Med-Com Center --- EMS-Tac
21309,533d,R8-EMS,T,Med-Com - Mississippi Med-Com Center,EMS-Tac,Region 8 EMS Operations --- Med-Com - Mississippi Med-Com Center --- EMS-Tac
21310,533e,R8-HOSPITAL,T,Med-Com - Mississippi Med-Com Center,Hospital,Region 8 EMS to Hospital ER --- Med-Com - Mississippi Med-Com Center --- Hospital
21311,533f,R8-MED TAC1,T,Med-Com - Mississippi Med-Com Center,EMS-Tac,Region 8 Medical Tactical 1 --- Med-Com - Mississippi Med-Com Center --- EMS-Tac
21312,5340,R8-MED TAC2,T,Med-Com - Mississippi Med-Com Center,EMS-Tac,Region 8 Medical Tactical 2 --- Med-Com - Mississippi Med-Com Center --- EMS-Tac
21313,5341,R9-EMS,T,Med-Com - Mississippi Med-Com Center,EMS-Tac,Region 9 EMS Operations --- Med-Com - Mississippi Med-Com Center --- EMS-Tac
21314,5342,R9-HOSPITAL,T,Med-Com - Mississippi Med-Com Center,Hospital,Region 9 EMS to Hospital ER --- Med-Com - Mississippi Med-Com Center --- Hospital
21315,5343,R9-MED TAC1,T,Med-Com - Mississippi Med-Com Center,EMS-Tac,Region 9 Medical Tactical 1 --- Med-Com - Mississippi Med-Com Center --- EMS-Tac
21316,5344,R9-MED TAC2,T,Med-Com - Mississippi Med-Com Center,EMS-Tac,Region 9 Medical Tactical 2 --- Med-Com - Mississippi Med-Com Center --- EMS-Tac
21401,5399,MSDH D7 Tac,T,MSDH - Mississippi State Department of Health,Emergency Ops,MSDH District 7 Tactical --- MSDH - Mississippi State Department of Health --- Emergency Ops
21411,53a3,MSDH D8 Tac,T,MSDH - Mississippi State Department of Health,Emergency Ops,MSDH District 8 Tactical --- MSDH - Mississippi State Department of Health --- Emergency Ops
21421,53ad,MSDH D9 Tac,T,MSDH - Mississippi State Department of Health,Emergency Ops,MSDH District 9 Tactical --- MSDH - Mississippi State Department of Health --- Emergency Ops
21601,5461,MFC BROOKHAVEN,T,MFC - Mississippi Forestry Commission,Fire Dispatch,Brookhaven Office --- MFC - Mississippi Forestry Commission --- Fire Dispatch
21602,5462,MFC SW FIRE,T,MFC - Mississippi Forestry Commission,Fire-Tac,Southwest Fire --- MFC - Mississippi Forestry Commission --- Fire-Tac
21603,5463,MFC SW FG 1,T,MFC - Mississippi Forestry Commission,Fire-Tac,Southwest Fireground 1 --- MFC - Mississippi Forestry Commission --- Fire-Tac
21604,5464,MFC SW FG 2,T,MFC - Mississippi Forestry Commission,Fire-Tac,Southwest Fireground 2 --- MFC - Mississippi Forestry Commission --- Fire-Tac
21611,546b,MFC WIGGINS,T,MFC - Mississippi Forestry Commission,Fire Dispatch,Wiggins Office --- MFC - Mississippi Forestry Commission --- Fire Dispatch
21613,546d,MFC SE FIRE,T,MFC - Mississippi Forestry Commission,Fire-Tac,Southeast Fire --- MFC - Mississippi Forestry Commission --- Fire-Tac
21615,546f,MFC SE FG 1,T,MFC - Mississippi Forestry Commission,Fire-Tac,Southeast Fireground 1 --- MFC - Mississippi Forestry Commission --- Fire-Tac
21617,5471,MFC SE FG 2,T,MFC - Mississippi Forestry Commission,Fire-Tac,Southeast Fireground 2 --- MFC - Mississippi Forestry Commission --- Fire-Tac
21653,5495,F&W SOUTH A,T,"MDWFP - Mississippi Department of Wildlife, Fisheries & Parks",Law Dispatch,"South A (West) --- MDWFP - Mississippi Department of Wildlife, Fisheries & Parks --- Law Dispatch"
21655,5497,F&W SOUTH B,T,"MDWFP - Mississippi Department of Wildlife, Fisheries & Parks",Law Dispatch,"South B (East) --- MDWFP - Mississippi Department of Wildlife, Fisheries & Parks --- Law Dispatch"
21657,5499,F&W CO OPS 1,T,"MDWFP - Mississippi Department of Wildlife, Fisheries & Parks",Law Tac,"Conservation Operations 1 --- MDWFP - Mississippi Department of Wildlife, Fisheries & Parks --- Law Tac"
